"","cell","trait","Prop._SNPs","Prop._h2","Prop._h2_std_error","Enrichment","Enrichment_std_error","Enrichment_p","Coefficient","Coefficient_std_error","Coefficient_z.score","p_zcore","FDR"
"57","Pattern_11","UKB_IDP_0158_IDP_T1_FAST_ROIs_R_cerebellum_VIIIb",0.214497226949887,0.276296710722814,0.0283736170167666,1.28811320617849,0.13227964491772,0.0273112128494103,5.80847017834402e-10,7.55057373102088e-09,0.0769275340558614,0.93868119343593,0.97817263523097
"58","Pattern_11","UKB_IDP_0159_IDP_T1_FAST_ROIs_L_cerebellum_IX",0.214497226949887,0.300975251097737,0.0250695566304819,1.40316616385933,0.116875900854135,0.0011303369924085,5.83491546355224e-09,1.12004966951103e-08,0.520951491919064,0.602400563609041,0.825097492205567
"59","Pattern_11","UKB_IDP_0160_IDP_T1_FAST_ROIs_V_cerebellum_IX",0.214497226949887,0.308221830785518,0.0277025520887236,1.4369501889063,0.12915109664889,0.000528470235870866,3.79808063390812e-09,9.23498200895797e-09,0.411271037693844,0.680873804061869,0.872526988871057
"60","Pattern_11","UKB_IDP_0161_IDP_T1_FAST_ROIs_R_cerebellum_IX",0.214497226949887,0.290954298100147,0.0235240888119102,1.3564478302935,0.109670829532012,0.00173626728117518,1.11313240764607e-10,9.54021935489101e-09,0.0116677863080307,0.990690664671087,0.995327282446458
"61","Pattern_11","UKB_IDP_0162_IDP_T1_FAST_ROIs_L_cerebellum_X",0.214497226949887,0.29297091339182,0.0297807094686683,1.36584942172827,0.138839601295293,0.00712543044420493,5.48429844499809e-09,8.16878844972667e-09,0.671372319010367,0.501983374450275,0.771216001590019
"62","Pattern_11","UKB_IDP_0163_IDP_T1_FAST_ROIs_V_cerebellum_X",0.214497226949887,0.312865273431441,0.0324700166564846,1.4585982200345,0.151377326029817,0.00159681063119492,3.71359612209853e-09,7.95596294946646e-09,0.466768905999942,0.640665224469402,0.847193839666115
"63","Pattern_11","UKB_IDP_0164_IDP_T1_FAST_ROIs_R_cerebellum_X",0.214497226949887,0.305217599261648,0.0348357635029348,1.4229442664681,0.162406591443131,0.0103583113025949,5.48863463158602e-09,8.90120171831082e-09,0.616617261947367,0.537487205969564,0.78609029669432
"64","Pattern_11","UKB_IDP_0193_aseg_lh_volume_Cerebellum-White-Matter",0.214497226949887,0.36115608419799,0.0317281103100572,1.68373311549789,0.147918510468529,3.38836014411491e-06,1.23255251378154e-08,9.2539341797107e-09,1.33192271508038,0.182885585920266,0.511017614694032
"65","Pattern_11","UKB_IDP_0194_aseg_lh_volume_Cerebellum-Cortex",0.214497226949887,0.317969211612194,0.0245800569714666,1.48239311124746,0.114593821659099,7.74122979767177e-06,1.10054491159104e-08,8.36237792459684e-09,1.31606693875188,0.188151576408678,0.516593065581396
"66","Pattern_11","UKB_IDP_0210_aseg_rh_volume_Cerebellum-White-Matter",0.214497226949887,0.350073648580384,0.0329420890796,1.63206608103224,0.153578158319484,2.64124497572331e-05,6.94017366307968e-09,8.63450927145408e-09,0.803771638305385,0.421528872257495,0.715858371781348
"67","Pattern_11","UKB_IDP_0211_aseg_rh_volume_Cerebellum-Cortex",0.214497226949887,0.316834258328123,0.0233890041463892,1.47710188534113,0.109041056049893,3.84881903540758e-06,1.06362214282809e-08,7.96690130353199e-09,1.33505123548669,0.181859578081094,0.509945870613458
