cell	trait	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score
Pattern_5	UKB_IDP_0434_Volume_of_V1_in_the_right_hemisphere	0.2176629012687378	0.23500589070734756	0.026614296273320234	1.0796782057829746	0.12227300159185536	0.513263921809946	-1.2562489442449184e-08	7.6302773607948e-09	-1.6464001042736176
Pattern_5	UKB_IDP_0442_Volume_of_entorhinal_in_the_left_hemisphere_DKT_parcellation	0.2176629012687378	0.3005563700456533	0.03685977150549216	1.3808341627982388	0.16934338047797678	0.01777464562133411	7.209650978362952e-09	5.98717908761073e-09	1.2041816142232797
Pattern_7	Demontis 2023 -  Attention Deficit Hyperactivity Disorder	0.2041340298320522	0.22352313141845245	0.013069720533389503	1.0949822114536822	0.06402519239022711	0.14101406700565147	2.4883760338562444e-09	1.393786382733897e-09	1.7853353029431394
Pattern_7	Grove 2019  - Autism Spectrum Disorder	0.2041340298320522	0.25743832728157195	0.02729278981831588	1.261124014910081	0.13370034305779668	0.03975040090379345	1.2870982408069446e-08	5.250599586518171e-09	2.4513357371828417
Pattern_7	Chambers_total_cerebellar_volume	0.2041340298320522	0.32080078399478923	0.02385472531186515	1.5715203597299412	0.11685815114457505	5.757763694732603e-08	1.9098225445429013e-08	8.886242090915302e-09	2.1491903157751864
Pattern_7	Davies reaction time	0.2041340298320522	0.2249820900323298	0.013116678315959853	1.1021292736807773	0.06425522646445268	0.11690650500456082	1.1295552293973042e-09	1.2546100148120865e-09	0.9003237787532624
Pattern_7	Gui_age_onset_walking	0.2041340298320522	0.21114158275908013	0.016552293967154418	1.0343281957094232	0.08108542206692601	0.6721364721861909	4.924040153242355e-09	4.074278198206656e-09	1.2085674845202599
Pattern_7	Huang_neurodev_disorders	0.2041340298320522	0.3321128174884314	0.15951559551279565	1.6269350963270142	0.7814257899284818	0.3472777484269184	7.1312629168726835e-09	6.455061001496636e-09	1.1047553098598553
Pattern_7	Lee_cognitive_performance	0.2041340298320522	0.22266807056059568	0.009784760108021751	1.0907934886887407	0.04793301791020339	0.05690664466210032	2.7691737735288312e-11	4.3471358066533483e-10	0.06370111026415541
Pattern_7	Lee_educ_attainment	0.2041340298320522	0.2182514024052786	0.008186103816400508	1.0691573697185188	0.04010161276459141	0.0849726751297272	7.778926673073122e-10	6.436678063548571e-10	1.2085312635295238
Pattern_7	Alzheimer's Disease	0.2041340298320522	0.4458504242522439	0.07196893893296112	2.184106317888594	0.3525572830368966	8.116662461094802e-05	5.109042759625148e-09	4.266711868202203e-09	1.1974192111964346
Pattern_7	Anorexia Nervosa	0.2041340298320522	0.21033658350327564	0.026659877984499238	1.0303847118303915	0.13059987110641572	0.8154335213934272	5.098648754293735e-09	7.076664670797696e-09	0.72048754483643
Pattern_7	Autism Spectrum Disorder	0.2041340298320522	0.19431634390869928	0.025547234108006762	0.9519056870065699	0.125149315520912	0.6995376427779021	7.135142257815222e-09	1.8791967296925702e-08	0.3796910746530783
Pattern_7	Bipolar Disorder	0.2041340298320522	0.20452422944180293	0.03409650495040586	1.0019114873207164	0.1670299899456165	0.990866830163586	-1.9535934117095273e-08	1.521007279936748e-08	-1.2844076668658473
Pattern_7	Body Mass Index	0.2041340298320522	0.22434779656393913	0.013405718613958735	1.0990220334577114	0.0656711603890251	0.133606629876726	-1.2477107524500439e-09	2.2992012424342344e-09	-0.542671397971695
Pattern_7	Celiac Disease	0.2041340298320522	0.279277845458112	0.04637451002997822	1.3681101856847833	0.22717677237906908	0.07495328663377047	-3.048838715165027e-08	1.6275886786910085e-08	-1.8732243318484263
Pattern_7	Coronary Artery Disease	0.2041340298320522	0.331236127175726	0.040607888764927415	1.6226404164374009	0.19892758105219824	0.0013039502889904918	-2.041371298757563e-10	3.2293252721019696e-09	-0.06321355474448176
Pattern_7	Crohn's Disease	0.2041340298320522	0.3187988752202138	0.03322383204763367	1.5617135246019496	0.16275499031184568	0.00020534108241599232	-8.386473651796756e-09	1.730734152463894e-08	-0.48456163182876305
Pattern_7	Depressive Symptoms	0.2041340298320522	0.14050505291897467	0.028261187688899188	0.6882980414121683	0.13844427463735762	0.01576385984777733	-1.3572520363094874e-09	1.2926727405433585e-09	-1.0499579620894488
Pattern_7	Ever Smoked	0.2041340298320522	0.18737587842821163	0.031179483893951546	0.9179061354070752	0.1527402556036538	0.5879729440992607	4.2050409712514785e-10	3.0331971445849417e-09	0.1386339486293724
Pattern_7	Fasting Glucose	0.2041340298320522	0.29195585679080716	0.04411100275784689	1.4302164956573329	0.2160884336342082	0.04805111761414194	-3.568408761511167e-09	4.8736702929950726e-09	-0.7321809944017021
Pattern_7	HDL Cholesterol	0.2041340298320522	0.35242768815280606	0.028295994556227232	1.7264524118921276	0.1386147845095072	1.350154719461477e-06	1.0507468048604342e-10	3.885983309397637e-09	0.027039406019047203
Pattern_7	Height	0.2041340298320522	0.2964563309803846	0.01917418942914119	1.4522631587897863	0.09392941218530015	2.1310244914092148e-06	-4.454000822613754e-09	4.609905967642949e-09	-0.9661804066886619
